"order_id";"tanggal_order";"Waktu_Pesan";"user_id";"No_Resi";"product_id";"Jumlah_Pesanan";"Diskon";"Total_Harga";"Profit";"Kota";"Media_Pemesanan";"admin_id";"Ekspedisi";"Rating"
"odr11993";"2019-08-09";"11:34:37";"user526";"0054-0435";"prod_001";22;7;1739100.0;639100.0;"Depok";"Whatsapp";"adm002";"Tiki";"1"
"odr11994";"2019-08-08";"19:34:00";"user754";"63029-601";"prod_003";25;0;3125000.0;1000000.0;"Semarang";"Shopee";"adm007";"Tiki";"2"
"odr11995";"2019-08-06";"06:31:34";"user736";"22840-0037";"prod_007";24;0;2640000.0;600000.0;"Depok";"Whatsapp";"adm002";"JNT";"4"
"odr11996";"2019-08-03";"05:51:24";"user907";"63187-059";"prod_004";23;0;5750000.0;1380000.0;"Bogor";"Whatsapp";"adm001";"JNE";"4"
"odr11997";"2019-08-02";"18:52:42";"user806";"51079-897";"prod_006";23;0;575000.0;299000.0;"Depok";"Whatsapp";"adm007";"Wahana";"4"
"odr11998";"2019-08-10";"17:53:43";"user738";"64942-1201";"prod_002";1;10;18000.0;3000.0;"Yogyakarta";"Shopee";"adm003";"Shopee Express";"3"
"odr11999";"2019-08-02";"11:48:08";"user362";"37205-959";"prod_007";19;0;2090000.0;475000.0;"Bogor";"Whatsapp";"adm002";"POS Indonesia";"5"
"odr120";"2018-01-11";"18:09:55";"user188";"0268-6540";"prod_002";4;33;53600.0;-6400.0;"Bali";"Whatsapp";"adm001";"JNE";"5"
"odr1200";"2018-02-21";"22:06:43";"user231";"62756-755";"prod_006";18;0;450000.0;234000.0;"Bogor";"Lazada";"adm007";"Tiki";"3"
"odr12002";"2019-08-12";"16:53:44";"user596";"36987-1977";"prod_007";12;30;924000.0;-96000.0;"Bogor";"Shopee";"adm006";"POS Indonesia";""
"odr12003";"2019-08-08";"02:52:10";"user622";"63868-910";"prod_003";19;0;2375000.0;760000.0;"Bali";"Tokopedia";"adm002";"Shopee Express";"1"
"odr12004";"2019-08-27";"10:20:18";"user511";"53080-001";"prod_001";22;10;1683000.0;583000.0;"Jakarta";"Tiktok";"adm003";"SiCepat";"3"
"odr12005";"2019-08-30";"10:18:59";"user122";"0591-2784";"prod_004";15;0;3750000.0;900000.0;"Bandung";"Lazada";"adm001";"JNT";"5"
"odr12006";"2019-08-13";"15:39:26";"user585";"76123-120";"prod_004";12;34;1980000.0;-300000.0;"Yogyakarta";"FB Marketplace";"adm003";"POS Indonesia";"2"
"odr12007";"2019-08-26";"15:37:39";"user012";"49349-692";"prod_004";6;0;1500000.0;360000.0;"Semarang";"Tokopedia";"adm001";"Tiki";"2"
"odr12008";"2019-08-25";"11:15:37";"user1019";"13630-0037";"prod_004";1;12;220000.0;30000.0;"Semarang";"Lazada";"adm007";"Tiki";"5"
"odr12009";"2019-08-29";"00:03:34";"user752";"24236-168";"prod_005";12;21;1090200.0;-49800.0;"Bali";"Instagram";"adm003";"POS Indonesia";"1"
"odr1201";"2018-02-06";"09:46:07";"user575";"68703-082";"prod_007";20;25;1650000.0;-50000.0;"Bogor";"Tokopedia";"adm006";"Tiki";"5"
"odr12010";"2019-08-06";"05:22:17";"user343";"65757-300";"prod_005";16;0;1840000.0;320000.0;"Tangerang";"Lazada";"adm004";"Shopee Express";"1"
"odr12011";"2019-08-22";"01:57:16";"user797";"17089-242";"prod_006";22;0;550000.0;286000.0;"Jakarta";"FB Marketplace";"adm003";"Wahana";"2"
"odr12012";"2019-08-09";"22:36:30";"user909";"48951-1064";"prod_005";2;34;151800.0;-38200.0;"Yogyakarta";"Instagram";"adm004";"SiCepat";"2"
"odr12013";"2019-08-13";"03:12:37";"user646";"17089-067";"prod_003";6;27;547500.0;37500.0;"Semarang";"Tokopedia";"adm002";"JNT";"4"
"odr12014";"2019-08-03";"15:06:47";"user344";"64117-262";"prod_003";11;20;1100000.0;165000.0;"Bali";"Lazada";"adm004";"POS Indonesia";""
"odr12015";"2019-08-26";"12:41:10";"user991";"10019-075";"prod_005";22;19;2049300.0;-40700.0;"Semarang";"Shopee";"adm005";"unknown";"4"
"odr12016";"2019-08-11";"01:52:49";"user823";"43063-519";"prod_004";15;0;3750000.0;900000.0;"Yogyakarta";"Shopee";"adm005";"JNT";"2"
"odr12017";"2019-08-01";"17:30:47";"user235";"61722-043";"prod_003";22;0;2750000.0;880000.0;"Bandung";"FB Marketplace";"adm001";"Tiki";"2"
"odr12018";"2019-08-01";"05:10:22";"user727";"11822-0622";"prod_005";25;32;1955000.0;-420000.0;"Bali";"FB Marketplace";"adm004";"JNE";"1"
"odr12019";"2019-08-11";"04:36:31";"user273";"68084-509";"prod_002";17;0;340000.0;85000.0;"Bali";"Shopee";"adm004";"POS Indonesia";"4"
"odr1202";"2018-02-06";"06:32:15";"user257";"31722-330";"prod_006";10;19;202500.0;82500.0;"Jakarta";"Shopee";"adm004";"SiCepat";"2"
"odr12020";"2019-08-04";"05:04:49";"user908";"67544-237";"prod_001";7;0;595000.0;245000.0;"Yogyakarta";"FB Marketplace";"adm006";"Wahana";"1"
"odr12021";"2019-08-16";"23:53:39";"user389";"0173-0846";"prod_002";8;0;160000.0;40000.0;"Yogyakarta";"Shopee";"adm006";"JNE";"5"
"odr12022";"2019-08-19";"10:45:08";"user218";"13537-215";"prod_005";14;0;1610000.0;280000.0;"Bogor";"Shopee";"adm007";"Shopee Express";"3"
"odr12023";"2019-08-06";"22:18:12";"user925";"65044-3519";"prod_002";17;0;340000.0;85000.0;"Jakarta";"Website";"adm003";"JNE";"2"
"odr12024";"2019-08-26";"18:23:53";"user312";"54868-4425";"prod_003";9;0;1125000.0;360000.0;"Tangerang";"Lazada";"adm003";"JNT";"5"
"odr12025";"2019-08-17";"21:47:59";"user183";"49738-987";"prod_002";20;0;400000.0;100000.0;"Depok";"Instagram";"adm001";"Tiki";"5"
"odr12026";"2019-08-08";"06:39:47";"user962";"16729-151";"prod_002";13;0;260000.0;65000.0;"Bogor";"FB Marketplace";"adm004";"JNE";"4"
"odr12027";"2019-08-19";"11:17:00";"user867";"19392-400";"prod_005";23;0;2645000.0;460000.0;"Bali";"Tokopedia";"adm006";"Shopee Express";"1"
"odr12028";"2019-08-25";"16:15:02";"user774";"23155-038";"prod_007";14;0;1540000.0;350000.0;"Bali";"Tokopedia";"adm005";"Shopee Express";"4"
"odr12029";"2019-08-08";"12:25:47";"user523";"51346-227";"prod_005";20;0;2300000.0;400000.0;"Yogyakarta";"Shopee";"adm002";"POS Indonesia";"2"
"odr12031";"2019-08-29";"10:10:38";"user941";"49999-458";"prod_003";6;0;750000.0;240000.0;"Semarang";"Tiktok";"adm006";"Shopee Express";"1"
"odr12032";"2019-08-08";"07:58:29";"user952";"67510-0508";"prod_007";4;0;440000.0;100000.0;"Bali";"Tiktok";"adm007";"Shopee Express";"3"
"odr12033";"2019-08-07";"09:09:14";"user582";"51545-210";"prod_003";21;0;2625000.0;840000.0;"Jakarta";"Tokopedia";"adm001";"SiCepat";"2"
"odr12034";"2019-08-08";"02:13:16";"user362";"0942-9202";"prod_002";16;16;268800.0;28800.0;"Bandung";"Lazada";"adm002";"SiCepat";""
"odr12035";"2019-08-05";"04:16:26";"user718";"49999-778";"prod_007";8;25;660000.0;-20000.0;"Depok";"Shopee";"adm005";"Shopee Express";"4"
"odr12036";"2019-08-20";"04:05:25";"user467";"49035-559";"prod_001";12;0;1020000.0;420000.0;"Jakarta";"Shopee";"adm005";"JNE";"1"
"odr12037";"2019-08-19";"09:11:39";"user557";"59262-600";"prod_003";2;0;250000.0;80000.0;"Yogyakarta";"Shopee";"adm005";"Tiki";"3"
"odr12038";"2019-08-21";"14:24:11";"user751";"59148-021";"prod_001";11;11;832150.0;282150.0;"Bandung";"Lazada";"adm005";"Wahana";"1"
"odr12039";"2019-08-07";"11:26:51";"user969";"57237-100";"prod_001";23;0;1955000.0;805000.0;"Depok";"Lazada";"adm006";"Shopee Express";"5"
"odr1204";"2018-02-11";"04:15:44";"user152";"43269-854";"prod_007";24;25;1980000.0;-60000.0;"Bandung";"Website";"adm007";"Tiki";"4"
"odr12040";"2019-08-25";"15:46:06";"user520";"68878-119";"prod_005";22;35;1644500.0;-445500.0;"Tangerang";"Instagram";"adm005";"JNT";"3"
"odr12041";"2019-08-24";"02:01:20";"user655";"62670-4788";"prod_006";25;0;625000.0;325000.0;"Semarang";"Website";"adm004";"Tiki";"1"
"odr12042";"2019-08-02";"05:38:44";"user364";"68745-1054";"prod_003";14;25;1312500.0;122500.0;"Bandung";"Tokopedia";"adm002";"Wahana";"4"
"odr12043";"2019-08-09";"03:13:29";"user180";"67544-886";"prod_003";20;0;2500000.0;800000.0;"Bali";"Whatsapp";"adm005";"Tiki";"5"
"odr12044";"2019-08-26";"19:07:54";"user194";"49288-0010";"prod_001";22;22;1458600.0;358600.0;"Jakarta";"Website";"adm005";"JNT";"5"
"odr12045";"2019-08-14";"19:28:28";"user916";"37808-724";"prod_005";24;0;2760000.0;480000.0;"Depok";"Instagram";"adm001";"JNT";"5"
"odr12046";"2019-08-09";"15:06:30";"user539";"16714-551";"prod_006";3;33;50250.0;14250.0;"Yogyakarta";"Lazada";"adm003";"Wahana";"2"
"odr12047";"2019-08-15";"03:17:38";"user870";"0228-3228";"prod_001";18;13;1331100.0;431100.0;"Yogyakarta";"FB Marketplace";"adm005";"JNE";"2"
"odr12049";"2019-08-04";"11:07:35";"user312";"45963-304";"prod_002";22;16;369600.0;39600.0;"Bandung";"Instagram";"adm004";"JNT";"1"
"odr1205";"2018-02-03";"15:26:02";"user853";"30400-214";"prod_004";13;10;2925000.0;455000.0;"Bali";"FB Marketplace";"adm004";"Shopee Express";"5"
"odr12050";"2019-08-18";"03:54:07";"user664";"54868-1795";"prod_001";17;28;1040400.0;190400.0;"Tangerang";"Whatsapp";"adm001";"Shopee Express";"2"
"odr12051";"2019-08-22";"09:29:28";"user236";"36987-1526";"prod_007";8;8;809600.0;129600.0;"Jakarta";"FB Marketplace";"adm005";"POS Indonesia";"1"
"odr12052";"2019-08-16";"02:54:09";"user072";"45737-225";"prod_003";17;0;2125000.0;680000.0;"Bali";"Shopee";"adm006";"POS Indonesia";"5"
"odr12053";"2019-08-28";"08:47:57";"user828";"60512-8010";"prod_001";22;0;1870000.0;770000.0;"Tangerang";"Shopee";"adm005";"SiCepat";"4"
"odr12055";"2019-08-02";"16:08:38";"user626";"57520-0110";"prod_005";24;0;2760000.0;480000.0;"Tangerang";"Website";"adm004";"JNT";"4"
"odr12056";"2019-08-22";"15:42:40";"user708";"24385-987";"prod_001";18;0;1530000.0;630000.0;"Bali";"Lazada";"adm005";"Shopee Express";"5"
"odr12057";"2019-08-12";"12:16:46";"user098";"65862-100";"prod_007";22;0;2420000.0;550000.0;"Bali";"Lazada";"adm001";"unknown";"1"
"odr12058";"2019-08-03";"06:59:28";"user495";"64720-143";"prod_007";1;14;94600.0;9600.0;"Semarang";"Instagram";"adm007";"unknown";"3"
"odr12059";"2019-08-08";"20:09:35";"user057";"62756-555";"prod_007";15;15;1402500.0;127500.0;"Bogor";"Whatsapp";"adm001";"Wahana";"5"
"odr1206";"2018-02-17";"20:34:16";"user1031";"0078-0521";"prod_003";2;0;250000.0;80000.0;"Bogor";"Shopee";"adm005";"POS Indonesia";"5"
"odr12060";"2019-08-23";"13:02:50";"user622";"49288-0439";"prod_005";4;32;312800.0;-67200.0;"Depok";"Tiktok";"adm004";"Tiki";"4"
"odr12061";"2019-08-14";"07:37:25";"user464";"36987-3111";"prod_003";16;22;1560000.0;200000.0;"Tangerang";"Website";"adm006";"POS Indonesia";"3"
"odr12062";"2019-08-18";"10:53:09";"user055";"54230-356";"prod_003";17;10;1912500.0;467500.0;"Bogor";"Whatsapp";"adm007";"Wahana";"4"
"odr12063";"2019-08-16";"15:50:54";"user180";"0597-0183";"prod_004";13;0;3250000.0;780000.0;"Semarang";"Shopee";"adm005";"SiCepat";"3"
"odr12064";"2019-08-03";"21:15:08";"user607";"21695-820";"prod_003";1;0;125000.0;40000.0;"Depok";"FB Marketplace";"adm006";"Wahana";"5"
"odr12065";"2019-08-14";"15:28:01";"user143";"55289-144";"prod_005";24;5;2622000.0;342000.0;"Yogyakarta";"Whatsapp";"adm005";"Wahana";"5"
"odr12066";"2019-08-03";"03:48:29";"user424";"68828-092";"prod_007";12;20;1056000.0;36000.0;"Bogor";"FB Marketplace";"adm006";"SiCepat";""
"odr12067";"2019-08-10";"11:59:58";"user653";"0074-3188";"prod_002";15;0;300000.0;75000.0;"Bandung";"Tokopedia";"adm006";"SiCepat";"4"
"odr12068";"2019-08-24";"11:58:54";"user447";"98132-170";"prod_002";12;0;240000.0;60000.0;"Bali";"Whatsapp";"adm007";"SiCepat";"3"
"odr12069";"2019-08-08";"13:28:44";"user304";"10812-371";"prod_007";15;0;1650000.0;375000.0;"Yogyakarta";"Instagram";"adm001";"JNT";"1"
"odr1207";"2018-02-05";"17:50:22";"user525";"68745-1048";"prod_007";1;0;110000.0;25000.0;"Bali";"Tiktok";"adm002";"Wahana";"5"
"odr12070";"2019-08-27";"13:41:12";"user017";"43269-663";"prod_003";20;31;1725000.0;25000.0;"Bandung";"Website";"adm003";"JNE";"2"
"odr12072";"2019-08-09";"13:49:54";"user474";"0338-1023";"prod_003";16;0;2000000.0;640000.0;"Bali";"FB Marketplace";"adm006";"Wahana";"3"
"odr12073";"2019-08-21";"10:15:47";"user568";"41163-010";"prod_003";11;10;1237500.0;302500.0;"Tangerang";"Instagram";"adm005";"JNT";"5"
"odr12076";"2019-08-12";"08:47:34";"user321";"49035-379";"prod_005";23;0;2645000.0;460000.0;"Bandung";"Website";"adm006";"unknown";"2"
"odr12077";"2019-08-24";"16:25:53";"user579";"0591-2718";"prod_007";15;23;1270500.0;-4500.0;"Yogyakarta";"FB Marketplace";"adm004";"Wahana";"1"
"odr12078";"2019-08-14";"18:32:57";"user581";"42507-500";"prod_002";16;12;281600.0;41600.0;"Yogyakarta";"FB Marketplace";"adm003";"Tiki";""
"odr12079";"2019-08-22";"20:10:33";"user335";"0944-4351";"prod_001";19;15;1372750.0;422750.0;"Tangerang";"Instagram";"adm007";"Tiki";"5"
"odr1208";"2018-02-19";"05:26:27";"user168";"59779-458";"prod_006";4;31;69000.0;21000.0;"Bandung";"Instagram";"adm002";"Tiki";"4"
"odr12081";"2019-08-10";"23:36:37";"user455";"36987-2776";"prod_005";15;0;1725000.0;300000.0;"Tangerang";"Shopee";"adm006";"JNT";"2"
"odr12082";"2019-08-30";"09:44:45";"user511";"14537-966";"prod_005";22;32;1720400.0;-369600.0;"Bandung";"Shopee";"adm006";"Wahana";"2"
"odr12083";"2019-08-21";"08:30:43";"user422";"68016-532";"prod_007";14;34;1016400.0;-173600.0;"Bandung";"Shopee";"adm003";"Tiki";"1"
"odr12084";"2019-08-17";"10:19:09";"user709";"63148-258";"prod_003";14;29;1242500.0;52500.0;"Bogor";"Tokopedia";"adm002";"JNE";"4"
"odr12086";"2019-08-08";"01:21:13";"user730";"41520-293";"prod_002";17;0;340000.0;85000.0;"Semarang";"Shopee";"adm003";"JNE";"3"
"odr12087";"2019-08-03";"02:55:32";"user275";"56104-009";"prod_007";15;0;1650000.0;375000.0;"Jakarta";"Shopee";"adm007";"Wahana";"5"
"odr12088";"2019-08-28";"17:50:18";"user777";"0430-0115";"prod_002";21;0;420000.0;105000.0;"Yogyakarta";"FB Marketplace";"adm005";"Wahana";"1"
"odr12089";"2019-08-21";"19:46:08";"user532";"0781-5791";"prod_005";18;33;1386900.0;-323100.0;"Yogyakarta";"Tokopedia";"adm002";"Wahana";"5"
"odr1209";"2018-02-12";"13:00:46";"user304";"45014-152";"prod_003";23;30;2012500.0;57500.0;"Tangerang";"FB Marketplace";"adm002";"Shopee Express";"1"
"odr12091";"2019-08-03";"02:21:13";"user228";"0280-0915";"prod_003";21;27;1916250.0;131250.0;"Depok";"Shopee";"adm001";"JNT";"1"
"odr12092";"2019-08-06";"22:48:26";"user191";"49288-0020";"prod_001";14;0;1190000.0;490000.0;"Tangerang";"Website";"adm004";"Shopee Express";"5"
"odr12093";"2019-08-14";"08:48:14";"user678";"52125-513";"prod_002";14;20;224000.0;14000.0;"Jakarta";"Tokopedia";"adm001";"Shopee Express";"1"
"odr12094";"2019-08-25";"05:46:38";"user1033";"68788-5665";"prod_002";10;35;130000.0;-20000.0;"Bandung";"Tokopedia";"adm007";"POS Indonesia";"4"
"odr12095";"2019-08-03";"18:37:52";"user644";"0409-2721";"prod_006";16;12;352000.0;160000.0;"Depok";"Tokopedia";"adm007";"Wahana";"1"
"odr12096";"2019-08-09";"09:10:24";"user190";"68084-306";"prod_006";17;0;425000.0;221000.0;"Yogyakarta";"Shopee";"adm006";"JNT";"5"
"odr12097";"2019-08-27";"15:23:55";"user831";"58607-113";"prod_007";16;0;1760000.0;400000.0;"Tangerang";"FB Marketplace";"adm001";"Tiki";"5"
"odr12098";"2019-08-27";"00:41:03";"user267";"10056-699";"prod_005";22;0;2530000.0;440000.0;"Tangerang";"FB Marketplace";"adm003";"SiCepat";"5"
"odr12099";"2019-08-30";"19:28:34";"user208";"54575-116";"prod_007";19;0;2090000.0;475000.0;"Bandung";"FB Marketplace";"adm005";"Shopee Express";"4"
"odr121";"2018-01-12";"02:26:18";"user618";"68151-3063";"prod_003";22;0;2750000.0;880000.0;"Bali";"Tokopedia";"adm002";"POS Indonesia";"5"
"odr1210";"2018-02-24";"12:29:27";"user910";"49527-571";"prod_002";5;24;76000.0;1000.0;"Semarang";"Shopee";"adm001";"Tiki";"4"
"odr12100";"2019-08-09";"06:26:57";"user672";"0075-0623";"prod_002";14;34;184800.0;-25200.0;"Bandung";"Whatsapp";"adm002";"Wahana";"3"
"odr12101";"2019-08-01";"03:52:32";"user197";"49884-836";"prod_005";5;22;448500.0;-26500.0;"Yogyakarta";"Whatsapp";"adm006";"POS Indonesia";"1"
"odr12102";"2019-08-09";"10:51:50";"user987";"50458-167";"prod_001";20;0;1700000.0;700000.0;"Tangerang";"Tokopedia";"adm007";"Wahana";"1"
"odr12103";"2019-08-28";"04:53:46";"user864";"68645-474";"prod_006";19;0;475000.0;247000.0;"Bali";"Whatsapp";"adm002";"Shopee Express";"2"
"odr12104";"2019-08-05";"15:35:30";"user981";"33261-062";"prod_005";3;0;345000.0;60000.0;"Bali";"Instagram";"adm001";"unknown";"3"
"odr12106";"2019-08-11";"07:46:07";"user513";"55154-6292";"prod_002";20;0;400000.0;100000.0;"Tangerang";"Lazada";"adm004";"SiCepat";"3"
"odr12107";"2019-08-01";"10:57:15";"user925";"68094-676";"prod_007";9;9;900900.0;135900.0;"Semarang";"Tokopedia";"adm004";"JNT";"4"
"odr12109";"2019-08-21";"03:42:13";"user736";"54569-0305";"prod_003";19;0;2375000.0;760000.0;"Bogor";"FB Marketplace";"adm003";"JNT";"1"
"odr1211";"2018-02-07";"00:18:27";"user991";"0143-9768";"prod_003";9;0;1125000.0;360000.0;"Yogyakarta";"Website";"adm007";"JNE";"4"
"odr12111";"2019-08-11";"07:56:52";"user587";"63739-060";"prod_003";4;17;415000.0;75000.0;"Bogor";"Shopee";"adm005";"JNE";""
"odr12112";"2019-08-03";"08:01:52";"user117";"41616-932";"prod_005";21;10;2173500.0;178500.0;"Depok";"Tokopedia";"adm007";"POS Indonesia";"1"
"odr12113";"2019-08-24";"11:01:52";"user024";"0268-1355";"prod_001";18;0;1530000.0;630000.0;"Jakarta";"Tiktok";"adm004";"POS Indonesia";"3"
"odr12114";"2019-08-07";"22:46:10";"user659";"61703-422";"prod_007";24;0;2640000.0;600000.0;"Bogor";"Tiktok";"adm005";"Wahana";"5"
"odr12115";"2019-08-16";"10:30:11";"user326";"65862-039";"prod_003";6;31;517500.0;7500.0;"Yogyakarta";"Website";"adm004";"JNT";"2"
"odr12116";"2019-08-30";"19:43:02";"user797";"68788-9719";"prod_003";19;0;2375000.0;760000.0;"Bali";"Tiktok";"adm001";"POS Indonesia";"4"
"odr12117";"2019-08-08";"02:18:45";"user905";"54575-114";"prod_001";6;24;387600.0;87600.0;"Semarang";"Website";"adm006";"JNE";"4"
"odr12118";"2019-08-17";"09:37:15";"user932";"33261-110";"prod_007";1;22;85800.0;800.0;"Jakarta";"Whatsapp";"adm001";"Shopee Express";"3"
"odr12119";"2019-08-16";"19:23:37";"user642";"66336-603";"prod_002";23;19;372600.0;27600.0;"Semarang";"Website";"adm003";"JNT";"1"
"odr1212";"2018-02-08";"21:20:19";"user123";"35000-860";"prod_004";23;34;3795000.0;-575000.0;"Bali";"Whatsapp";"adm002";"JNE";"3"
"odr12120";"2019-08-04";"23:34:46";"user789";"11701-025";"prod_003";25;32;2125000.0;0.0;"Yogyakarta";"Website";"adm002";"Shopee Express";"4"
"odr12121";"2019-08-05";"18:28:20";"user388";"76439-260";"prod_001";13;31;762450.0;112450.0;"Yogyakarta";"Tiktok";"adm004";"Shopee Express";""
"odr12122";"2019-08-04";"17:50:27";"user007";"41520-619";"prod_007";12;0;1320000.0;300000.0;"Yogyakarta";"FB Marketplace";"adm004";"JNE";"5"
"odr12123";"2019-08-29";"11:45:02";"user410";"41900-200";"prod_005";14;0;1610000.0;280000.0;"Bogor";"Shopee";"adm001";"Tiki";"5"
"odr12124";"2019-08-07";"07:11:20";"user598";"43269-759";"prod_006";11;0;275000.0;143000.0;"Bali";"Instagram";"adm001";"JNT";"3"
"odr12125";"2019-08-22";"20:18:21";"user563";"54859-702";"prod_007";2;29;156200.0;-13800.0;"Bandung";"Shopee";"adm003";"JNE";"3"
"odr12126";"2019-08-28";"03:56:31";"user168";"59538-002";"prod_006";13;19;263250.0;107250.0;"Jakarta";"Tiktok";"adm004";"Shopee Express";"2"
"odr12127";"2019-08-16";"03:39:22";"user796";"98132-151";"prod_003";23;18;2357500.0;402500.0;"Bali";"Shopee";"adm002";"POS Indonesia";"1"
"odr12128";"2019-08-04";"11:26:05";"user965";"52125-746";"prod_001";17;0;1445000.0;595000.0;"Jakarta";"Shopee";"adm005";"SiCepat";"5"
"odr12129";"2019-08-07";"05:47:09";"user912";"65841-741";"prod_007";13;15;1215500.0;110500.0;"Depok";"Instagram";"adm007";"POS Indonesia";"5"
"odr1213";"2018-02-11";"16:27:29";"user575";"54868-6106";"prod_007";18;0;1980000.0;450000.0;"Semarang";"Tokopedia";"adm002";"JNT";"4"
"odr12131";"2019-08-23";"14:14:23";"user043";"0378-3495";"prod_003";16;0;2000000.0;640000.0;"Bogor";"Tokopedia";"adm001";"JNT";"3"
"odr12132";"2019-08-27";"08:07:12";"user774";"53329-945";"prod_007";15;28;1188000.0;-87000.0;"Bandung";"Instagram";"adm005";"JNT";"4"
"odr12133";"2019-08-16";"03:40:45";"user450";"66083-741";"prod_001";10;0;850000.0;350000.0;"Yogyakarta";"Tiktok";"adm004";"Wahana";"2"
"odr12134";"2019-08-28";"07:36:23";"user630";"41520-434";"prod_007";24;0;2640000.0;600000.0;"Bandung";"FB Marketplace";"adm005";"JNE";"2"
"odr12135";"2019-08-06";"08:45:35";"user006";"0310-0132";"prod_005";25;0;2875000.0;500000.0;"Bogor";"Website";"adm004";"SiCepat";"3"
"odr12136";"2019-08-06";"18:29:35";"user994";"13537-374";"prod_001";7;0;595000.0;245000.0;"Depok";"FB Marketplace";"adm004";"POS Indonesia";"5"
"odr12137";"2019-08-15";"10:57:37";"user308";"51452-010";"prod_003";19;0;2375000.0;760000.0;"Semarang";"Lazada";"adm003";"JNE";"2"
"odr12138";"2019-08-20";"18:51:30";"user343";"61589-1814";"prod_007";22;0;2420000.0;550000.0;"Tangerang";"FB Marketplace";"adm004";"unknown";"5"
"odr12139";"2019-08-21";"14:37:17";"user979";"10477-1538";"prod_003";14;19;1417500.0;227500.0;"Semarang";"Tokopedia";"adm005";"Tiki";"2"
"odr1214";"2018-02-11";"07:19:26";"user382";"67046-044";"prod_007";7;0;770000.0;175000.0;"Jakarta";"Tokopedia";"adm003";"JNE";"5"
"odr12140";"2019-08-28";"21:26:44";"user694";"42507-915";"prod_007";2;30;154000.0;-16000.0;"Bogor";"FB Marketplace";"adm001";"POS Indonesia";"4"
"odr12141";"2019-08-16";"18:07:27";"user347";"66116-402";"prod_003";6;0;750000.0;240000.0;"Jakarta";"FB Marketplace";"adm001";"unknown";"5"
"odr12142";"2019-08-22";"13:02:59";"user489";"0944-2962";"prod_007";4;0;440000.0;100000.0;"Yogyakarta";"Lazada";"adm006";"Tiki";"2"
"odr12143";"2019-08-20";"20:12:43";"user318";"0469-3575";"prod_004";21;0;5250000.0;1260000.0;"Bali";"Tiktok";"adm007";"POS Indonesia";"5"
"odr12145";"2019-08-02";"08:30:29";"user999";"56062-409";"prod_003";15;0;1875000.0;600000.0;"Semarang";"Tokopedia";"adm001";"POS Indonesia";"1"
"odr12146";"2019-08-05";"03:37:09";"user670";"68828-104";"prod_007";3;14;283800.0;28800.0;"Bandung";"Instagram";"adm005";"Shopee Express";"5"
"odr12147";"2019-08-10";"13:09:05";"user991";"48951-8036";"prod_002";13;0;260000.0;65000.0;"Yogyakarta";"Whatsapp";"adm006";"SiCepat";"3"
"odr12148";"2019-08-25";"04:04:50";"user053";"54868-5279";"prod_004";19;8;4370000.0;760000.0;"Depok";"Tokopedia";"adm004";"Shopee Express";"3"
"odr12149";"2019-08-23";"12:11:40";"user196";"57240-2003";"prod_006";6;0;150000.0;78000.0;"Bali";"Tiktok";"adm003";"JNE";"1"
"odr1215";"2018-02-11";"08:16:47";"user725";"76237-209";"prod_001";16;13;1183200.0;383200.0;"Yogyakarta";"Whatsapp";"adm007";"JNT";"1"
"odr12150";"2019-08-23";"15:08:01";"user646";"14290-377";"prod_003";4;19;405000.0;65000.0;"Yogyakarta";"FB Marketplace";"adm001";"Shopee Express";""
"odr12151";"2019-08-28";"09:39:37";"user828";"45149-014";"prod_001";8;0;680000.0;280000.0;"Yogyakarta";"Whatsapp";"adm006";"POS Indonesia";"3"
"odr12152";"2019-08-25";"16:45:58";"user935";"52125-566";"prod_005";10;19;931500.0;-18500.0;"Bogor";"Shopee";"adm004";"JNE";"2"
"odr12153";"2019-08-06";"02:12:22";"user867";"0135-0514";"prod_002";17;15;289000.0;34000.0;"Semarang";"Lazada";"adm006";"POS Indonesia";"1"
"odr12154";"2019-08-24";"06:54:56";"user250";"68016-261";"prod_006";2;0;50000.0;26000.0;"Semarang";"FB Marketplace";"adm006";"POS Indonesia";"3"
"odr12155";"2019-08-29";"04:46:40";"user929";"58118-0253";"prod_007";24;0;2640000.0;600000.0;"Yogyakarta";"Lazada";"adm002";"Wahana";"1"
"odr12156";"2019-08-03";"09:56:00";"user776";"54569-3473";"prod_003";14;0;1750000.0;560000.0;"Tangerang";"Lazada";"adm006";"Tiki";"2"
"odr12157";"2019-08-09";"11:56:36";"user1019";"53808-0819";"prod_007";14;0;1540000.0;350000.0;"Bandung";"Website";"adm004";"SiCepat";"5"
"odr12158";"2019-08-30";"07:01:52";"user144";"66336-058";"prod_005";11;0;1265000.0;220000.0;"Semarang";"Website";"adm006";"POS Indonesia";"4"
"odr12159";"2019-08-11";"02:38:44";"user163";"0225-0580";"prod_001";14;0;1190000.0;490000.0;"Semarang";"FB Marketplace";"adm001";"SiCepat";"3"
"odr1216";"2018-02-17";"10:05:14";"user767";"21695-855";"prod_006";14;0;350000.0;182000.0;"Tangerang";"Shopee";"adm002";"Shopee Express";"2"
"odr12161";"2019-08-01";"04:22:47";"user1005";"53808-0560";"prod_005";14;31;1110900.0;-219100.0;"Semarang";"Shopee";"adm005";"SiCepat";"5"
"odr12163";"2019-08-17";"03:30:12";"user887";"42468-1001";"prod_004";17;28;3060000.0;-170000.0;"Depok";"Instagram";"adm003";"Tiki";"3"
